rank,artist,title,region,spotify_uri,dominant_emotion,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,emotion_neutral,dominant_emotion_emotive,neutral_score
67,Ñengo Flow,En Las Noches Frias,Colombia,0a0JiZejbYYem1W31fldde,amusement,0.0226,0.5002,0.0087,0.0198,0.0356,0.0986,0.0013,0.0051,0.072,0.0054,0.0092,0.002,0.0011,0.017,0.0015,0.001,0.0009,0.0811,0.0679,0.0011,0.3119,0.0016,0.0059,0.002,0.0021,0.0041,0.0037,0.0568,amusement,0.0568
68,"Tony Dize, Plan B",Solos,Colombia,3CbiuLMBPM6uV4a7HvkOib,neutral,0.0105,0.1242,0.0023,0.0097,0.0242,0.0016,0.0021,0.0021,0.004,0.0189,0.0034,0.0038,0.0026,0.0042,0.0048,0.0004,0.0024,0.0232,0.2674,0.002,0.0035,0.0007,0.0211,0.0013,0.0017,0.0492,0.0025,0.5242,love,0.5242
69,"KAROL G, Feid",Verano Rosa,Colombia,0nafF9MxcXJBQWv3BTKtdF,love,0.0041,0.002,0.0093,0.0254,0.0287,0.0037,0.0687,0.2465,0.0087,0.017,0.012,0.0042,0.0026,0.0082,0.0035,0.0001,0.001,0.004,0.386,0.0028,0.0042,0.0002,0.0117,0.0005,0.0014,0.0096,0.0114,0.2394,love,0.2394
70,Danny Ocean,Me Rehúso,Colombia,6ifUES3keWjwXgae8pXI3o,neutral,0.0017,0.0017,0.0251,0.0523,0.0201,0.0202,0.0146,0.0328,0.0293,0.0818,0.0889,0.0035,0.0016,0.0028,0.0032,0.0005,0.0016,0.0022,0.0583,0.0038,0.0072,0.0003,0.0092,0.0007,0.004,0.0573,0.0019,0.5666,disapproval,0.5666
71,"Yan Block, Panda Black",444,Colombia,1o4xkdBe0RjSf2u6VXi4OI,love,0.0224,0.0008,0.0236,0.0172,0.0931,0.0441,0.0174,0.0943,0.0769,0.0099,0.0123,0.0028,0.0006,0.0159,0.0066,0.0006,0.0012,0.0082,0.8278,0.0042,0.0357,0.0007,0.0057,0.0008,0.0015,0.0076,0.0029,0.0608,love,0.0608
72,"W Sound, Blessd, Ovy On The Drums",Soltera - W Sound 01,Colombia,13BDiikG6y5o5cQTK0HpW6,amusement,0.0128,0.731,0.0044,0.0085,0.0538,0.0087,0.1459,0.2014,0.0124,0.0041,0.0106,0.0026,0.0032,0.0988,0.0054,0.0008,0.001,0.2637,0.2956,0.0113,0.0189,0.001,0.0183,0.0037,0.0028,0.0057,0.0095,0.0324,amusement,0.0324
73,Willie Colón,Idilio,Colombia,5iwgEFKEktjBBZV3C9TTZj,love,0.0219,0.0006,0.0066,0.0131,0.0534,0.028,0.0154,0.0095,0.1316,0.0758,0.0107,0.0032,0.0014,0.0178,0.0106,0.0008,0.0037,0.0198,0.8188,0.0185,0.0443,0.0018,0.0159,0.0027,0.006,0.0675,0.0059,0.034,love,0.034
74,"Yan Block, Panda Black",Talento,Colombia,7sChwC2NZjGc2Kdni3hlDg,admiration,0.3818,0.0007,0.0443,0.048,0.2357,0.1752,0.0257,0.0654,0.0171,0.051,0.0575,0.0068,0.0044,0.003,0.0052,0.0038,0.0043,0.0029,0.0592,0.0034,0.148,0.005,0.0105,0.003,0.0851,0.0364,0.0014,0.0404,admiration,0.0404
75,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Colombia,0l0vcZMU7AOeQmUIREoI2U,neutral,0.0031,0.039,0.026,0.141,0.0167,0.0068,0.0246,0.1473,0.0055,0.0487,0.0104,0.0032,0.0014,0.0037,0.0029,0.0001,0.0011,0.0072,0.005,0.0038,0.0093,0.0002,0.0081,0.0007,0.0006,0.0192,0.0034,0.3663,curiosity,0.3663
76,"Boza, ELENA ROSE",orióN,Colombia,4feh4Ak3ZJfC6ibxkNzlkE,desire,0.0108,0.0008,0.0142,0.0256,0.0553,0.0218,0.0071,0.0342,0.4991,0.0237,0.0165,0.0079,0.001,0.0058,0.0027,0.0006,0.0012,0.0028,0.3684,0.0022,0.0164,0.0006,0.0052,0.0007,0.0025,0.0128,0.0013,0.0874,desire,0.0874
77,Luis Alberto Posada,Mal Amor,Colombia,1j4XwpoLvqdkWllikDu7Rm,sadness,0.0021,0.0015,0.0269,0.0477,0.0097,0.0152,0.0333,0.0619,0.0561,0.3752,0.0307,0.0114,0.0074,0.004,0.0167,0.0006,0.0151,0.0038,0.1856,0.0299,0.0086,0.0005,0.021,0.0019,0.0338,0.6745,0.0117,0.0353,sadness,0.0353
78,Arcángel,Ganas De Ti,Colombia,71w26UK674tLfGtJFfDSjE,love,0.0211,0.0802,0.0127,0.0149,0.0216,0.0227,0.0052,0.0193,0.1341,0.036,0.0187,0.0058,0.0017,0.0173,0.006,0.0007,0.0027,0.0516,0.9117,0.0067,0.033,0.0009,0.0055,0.0014,0.0057,0.0717,0.0021,0.0127,love,0.0127
79,Romeo Santos,Imitadora,Colombia,6r46lnXFbE9fr2d3KNaGbe,curiosity,0.005,0.0011,0.0171,0.0294,0.015,0.0176,0.2193,0.6308,0.0253,0.1251,0.0427,0.0055,0.0045,0.0055,0.0121,0.0006,0.0044,0.0037,0.3133,0.0119,0.0103,0.0002,0.0101,0.001,0.015,0.1159,0.0132,0.0753,curiosity,0.0753
80,Maluma,Borro Cassette,Colombia,6DUdDIRgLqCGq1DwkNWQTN,love,0.0181,0.0882,0.0057,0.0162,0.0576,0.0042,0.0207,0.0991,0.0049,0.0188,0.0112,0.0018,0.004,0.0734,0.004,0.0001,0.002,0.177,0.3943,0.0079,0.0059,0.0015,0.03,0.0043,0.0018,0.0159,0.048,0.0961,love,0.0961
81,"Yan Block, TORRRES",Yo sé,Colombia,5DdLSEyKh8zgCrJq2hFj92,neutral,0.0018,0.022,0.1265,0.2877,0.0135,0.001,0.0046,0.0053,0.0019,0.0164,0.0075,0.05,0.0063,0.0019,0.0029,0.0001,0.0006,0.0021,0.0015,0.001,0.0017,0.0005,0.009,0.0003,0.0004,0.0043,0.0022,0.5177,annoyance,0.5177
82,"El Americano 4KT, Kobby",The Flow's Son Black!,Colombia,6uLcqYE347zlvXD6rhiM4J,neutral,0.0022,0.0046,0.0037,0.0192,0.0357,0.0039,0.0047,0.0139,0.0027,0.0248,0.0096,0.0024,0.0016,0.0034,0.0022,0.0004,0.0028,0.0196,0.0024,0.0036,0.002,0.0006,0.0159,0.0027,0.0011,0.1243,0.0021,0.672,sadness,0.672
83,Dalmata,Dile a Tu Amiga,Colombia,3u2jlo9kygiIAq7SPVuw6S,amusement,0.1789,0.4337,0.0021,0.0085,0.0663,0.0093,0.0014,0.0054,0.1178,0.0029,0.0056,0.0015,0.0006,0.0395,0.0006,0.0015,0.0007,0.2112,0.0679,0.0008,0.0468,0.003,0.005,0.0023,0.0008,0.0019,0.0008,0.0486,amusement,0.0486
85,"Omar Courtz, ROA",WO OH OH,Colombia,0h54mLixODOqU6vTcZMqVM,love,0.0274,0.0014,0.0337,0.0255,0.0306,0.0356,0.0148,0.1092,0.1258,0.017,0.0072,0.0045,0.0008,0.0094,0.0046,0.0005,0.0017,0.0101,0.6955,0.0032,0.0474,0.0007,0.0053,0.0008,0.0026,0.0147,0.0028,0.0823,love,0.0823
86,Yeison Jimenez,Ya No Mi Amor,Colombia,7qbPQqOYYMPdQqRqv7bNin,caring,0.0047,0.001,0.0253,0.0371,0.0648,0.4547,0.0027,0.0027,0.0531,0.0555,0.0486,0.0052,0.0017,0.0019,0.0046,0.0088,0.0088,0.005,0.4429,0.007,0.059,0.0014,0.0138,0.005,0.0313,0.193,0.0011,0.0457,caring,0.0457
87,Omar Courtz,SI ESTÁS CON ALGUIEN,Colombia,7nyk5uxevcijIfl1FlJgmA,love,0.0026,0.0015,0.0531,0.0892,0.0217,0.0067,0.0202,0.0064,0.0154,0.2002,0.2729,0.0126,0.0054,0.003,0.0062,0.001,0.0025,0.0049,0.4466,0.0061,0.0089,0.0006,0.0228,0.0012,0.0064,0.1131,0.0045,0.0422,love,0.0422
88,"Alzate, Yeison Jimenez",Mi Venganza,Colombia,3f4AsGGYt94t7g1lHcsa8D,sadness,0.0031,0.0007,0.0462,0.0907,0.0206,0.0272,0.0167,0.0204,0.0058,0.3747,0.2148,0.0051,0.0033,0.0013,0.0084,0.0005,0.0075,0.0018,0.0076,0.0108,0.0092,0.0005,0.0145,0.0017,0.0084,0.4792,0.0021,0.068,sadness,0.068
90,"TURY, CARABIN3",CHUCHA,Colombia,01dFxiEOMTTzim5J3kytjA,amusement,0.0041,0.4727,0.0126,0.0448,0.0131,0.0019,0.0344,0.1798,0.003,0.0059,0.0051,0.008,0.0025,0.0025,0.0008,0.0003,0.0004,0.0154,0.0883,0.0005,0.0036,0.0003,0.0071,0.0004,0.0007,0.0034,0.0019,0.2822,amusement,0.2822
91,Bad Bunny,KLOuFRENS,Colombia,4MUrUT38U98olfnyzMBCzm,sadness,0.1019,0.003,0.0213,0.0249,0.0149,0.0147,0.0263,0.0981,0.0167,0.1995,0.0227,0.0081,0.0039,0.0253,0.0199,0.0017,0.0248,0.0129,0.2581,0.0254,0.0067,0.0012,0.0142,0.0023,0.0161,0.6373,0.0208,0.0168,sadness,0.0168
92,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,Colombia,3mg9jYNC1NihbthlglzrWP,neutral,0.2713,0.2646,0.0014,0.013,0.0737,0.0036,0.0012,0.0014,0.0019,0.0038,0.0073,0.0015,0.0007,0.0115,0.0006,0.0009,0.0004,0.0286,0.004,0.0003,0.0159,0.0021,0.0096,0.0016,0.0004,0.0012,0.002,0.3201,admiration,0.3201
93,Yeison Jimenez,El Mejor Caballo,Colombia,4Udf3NPZZVggwmVXHcjuqA,love,0.0337,0.001,0.0167,0.0176,0.0771,0.3564,0.0129,0.0741,0.0293,0.0438,0.0143,0.003,0.0016,0.0057,0.0083,0.0021,0.0177,0.0102,0.7513,0.0153,0.0165,0.0015,0.0111,0.0045,0.018,0.3664,0.0027,0.0457,love,0.0457
95,Milo j,Niño,Colombia,4aDbrgm1ZaebS1Bb2dOXac,sadness,0.0106,0.0009,0.0052,0.0118,0.0265,0.1406,0.0133,0.0819,0.1931,0.0771,0.0087,0.0033,0.0011,0.0041,0.0097,0.0006,0.0154,0.0043,0.0709,0.0186,0.032,0.0008,0.0083,0.0027,0.012,0.5246,0.0025,0.0914,sadness,0.0914
98,Omar Courtz,KOKO,Colombia,1tz7RZirwiuaJw2p0jbdHb,amusement,0.2766,0.5221,0.0015,0.0103,0.0432,0.0025,0.0019,0.0066,0.0658,0.0048,0.003,0.0023,0.0009,0.0181,0.0004,0.0007,0.0006,0.1095,0.0234,0.0006,0.0172,0.0023,0.0074,0.0018,0.0009,0.0024,0.0014,0.0589,amusement,0.0589
99,Kapo,OHNANA,Colombia,482PEx8hfMHSsuGtHd960A,admiration,0.5663,0.0032,0.0033,0.0089,0.0366,0.0009,0.0057,0.0053,0.006,0.0071,0.0061,0.0021,0.001,0.3364,0.0031,0.0006,0.0009,0.068,0.0902,0.0019,0.0032,0.0074,0.013,0.0018,0.0002,0.0018,0.0515,0.0324,admiration,0.0324
100,"Tony Dize, Yandel",Permítame,Colombia,6OaGIYcVzx5c7aEKkuYS1M,neutral,0.035,0.4024,0.0015,0.0074,0.0697,0.0015,0.0012,0.0021,0.0013,0.002,0.0028,0.0011,0.0007,0.0197,0.0005,0.0008,0.0003,0.1509,0.0158,0.0004,0.0038,0.0011,0.0075,0.0013,0.0003,0.001,0.0017,0.4556,amusement,0.4556
101,"Kenny Die, Blessd, Kris R., Sebas",Ultra Complicado (feat. Sebas) - Remix,Colombia,569xAmXCkpM3IsEOiG4hWe,love,0.0691,0.0355,0.0039,0.0079,0.0606,0.003,0.1024,0.0884,0.0032,0.0033,0.0044,0.0018,0.0009,0.0207,0.0017,0.0006,0.0006,0.1033,0.601,0.0014,0.0046,0.0011,0.0104,0.0011,0.0007,0.0027,0.0036,0.2569,love,0.2569
104,"Blessd, Anuel AA, Kris R., Young Fatty, CARABIN3, GeezyDee, TURY","BUENOS DIAS (feat. Tury, GeezyDee, CARABIN3)",Colombia,10B0cONtHL7b8hdMRE2Du6,love,0.1617,0.1773,0.0043,0.0084,0.0554,0.0271,0.0012,0.0032,0.0925,0.0038,0.0066,0.0017,0.0006,0.0231,0.0008,0.0031,0.0009,0.1926,0.6107,0.0008,0.0604,0.0024,0.0043,0.002,0.0016,0.0035,0.0009,0.0316,love,0.0316
106,Fuerza Regida,Marlboro Rojo,Colombia,3hpm0fTeSqlhJbnqAgaLZs,disapproval,0.001,0.0012,0.0103,0.1914,0.0126,0.002,0.0316,0.0047,0.0059,0.2945,0.3291,0.0079,0.0032,0.0016,0.0024,0.0005,0.0007,0.0015,0.0008,0.0021,0.0187,0.0003,0.0129,0.0009,0.0012,0.0091,0.0025,0.327,disapproval,0.327
107,Frankie Ruiz,Tú Con Él,Colombia,6cHHrFD3fmBG9MR3k8kvep,love,0.1165,0.0032,0.0073,0.0117,0.0699,0.0097,0.0054,0.0017,0.0114,0.0333,0.0105,0.0044,0.0031,0.0079,0.0055,0.0043,0.0032,0.0261,0.9473,0.0041,0.0188,0.0038,0.0811,0.0032,0.0058,0.0325,0.0155,0.0141,love,0.0141
108,"KAROL G, Marco Antonio Solís",Coleccionando Heridas,Colombia,3ddJ8Vbc5tYPxq5zKRVke6,curiosity,0.0021,0.0009,0.004,0.0152,0.0364,0.0386,0.1366,0.3032,0.129,0.141,0.0286,0.0029,0.0021,0.0025,0.0096,0.0003,0.0049,0.0022,0.057,0.0151,0.0564,0.0004,0.0162,0.0015,0.0179,0.1815,0.0041,0.1506,curiosity,0.1506
109,Bad Bunny,MONACO,Colombia,4MjDJD8cW7iVeWInc2Bdyj,neutral,0.043,0.0817,0.0095,0.0735,0.0702,0.0031,0.0135,0.0369,0.0036,0.0194,0.0239,0.0048,0.0017,0.003,0.0019,0.0002,0.0014,0.0089,0.0083,0.0032,0.007,0.0006,0.0184,0.0014,0.0011,0.0232,0.003,0.4491,amusement,0.4491
110,Yeison Jimenez,Ni Tengo Ni Necesito,Colombia,6829KtrgNt2ZwrsE19nTEd,neutral,0.0054,0.0008,0.0048,0.1358,0.1846,0.004,0.0021,0.0007,0.0027,0.0538,0.1147,0.0017,0.0011,0.001,0.0005,0.0008,0.0005,0.0027,0.0005,0.0007,0.0128,0.0017,0.0521,0.003,0.0004,0.0032,0.0007,0.5016,approval,0.5016
111,"Kris R., Blessd",Las Piponas (Remix),Colombia,281YJmnThveWjsWVic9Ym6,amusement,0.008,0.8472,0.0081,0.0537,0.0218,0.0038,0.0035,0.0062,0.0025,0.0093,0.0129,0.0045,0.0041,0.0039,0.0008,0.0005,0.0006,0.105,0.0139,0.0013,0.0066,0.0006,0.0104,0.0021,0.0013,0.0056,0.0011,0.1253,amusement,0.1253
113,"Blessd, Kris R.",POLOS OPUESTOS REMIX - BLESSD VERSION,Colombia,2ALQyXMC26Vew7JX7ert9M,love,0.0218,0.5385,0.0066,0.0143,0.0318,0.01,0.0289,0.0249,0.0268,0.0131,0.0128,0.0032,0.0022,0.0115,0.0013,0.0122,0.0012,0.0864,0.7406,0.0023,0.0282,0.0008,0.0148,0.0017,0.0049,0.0132,0.0038,0.021,love,0.021
114,"Rauw Alejandro, Romeo Santos",Khé?,Colombia,1YYfyJ2yCvGFCxwjsIqEK9,curiosity,0.0018,0.0142,0.0176,0.0515,0.0309,0.0143,0.3619,0.4152,0.024,0.0561,0.0268,0.006,0.0053,0.003,0.0076,0.0002,0.0024,0.0072,0.3371,0.0115,0.0166,0.0003,0.019,0.001,0.0168,0.0555,0.0039,0.0903,curiosity,0.0903
115,Yeison Jimenez,Qué Día Es Hoy,Colombia,5PB1ITleNasy7UMYEaBWkL,love,0.0022,0.0005,0.0572,0.0514,0.0418,0.0267,0.1039,0.2107,0.0402,0.0857,0.0224,0.0057,0.0035,0.0085,0.0481,0.0003,0.0061,0.0059,0.3534,0.0363,0.0208,0.0007,0.0318,0.0021,0.0095,0.138,0.0161,0.1069,love,0.1069
116,Zion & Lennox,La player (Bandolera),Colombia,0VKkyBKCXyR99navhVRqcP,neutral,0.0009,0.0029,0.0041,0.0187,0.012,0.0021,0.0122,0.0424,0.0022,0.0035,0.0033,0.0015,0.0007,0.0027,0.0015,0.0002,0.0003,0.0019,0.0009,0.0009,0.0029,0.0001,0.0066,0.0004,0.0003,0.0019,0.0022,0.9099,curiosity,0.9099
117,"Kris R., Blessd",COSITAS,Colombia,3ClyThLf2bguwdMcm7hqZ2,love,0.0078,0.0426,0.0285,0.0544,0.0251,0.0212,0.0085,0.0162,0.0207,0.1685,0.0227,0.0083,0.0034,0.0035,0.0089,0.0005,0.0088,0.0139,0.514,0.0132,0.0092,0.0007,0.0167,0.0018,0.0091,0.4314,0.0041,0.0424,love,0.0424
118,"Blessd, Sebastian Ledher, Tayson Kryss, Joseph Ren",UNA NOCHE DE LOCURA,Colombia,2tKVinInf0PJS1iG04zzqi,love,0.0113,0.4283,0.0046,0.0083,0.0288,0.0077,0.0033,0.0201,0.123,0.0032,0.0035,0.0018,0.0007,0.0226,0.0006,0.001,0.0006,0.1022,0.4988,0.0007,0.0321,0.0006,0.0039,0.0009,0.002,0.0031,0.0012,0.0511,love,0.0511
119,Beéle,si te pillara,Colombia,1C7NXX8UJ6pgNx8EkmyZDd,neutral,0.0021,0.0036,0.0032,0.016,0.016,0.0029,0.006,0.0049,0.0051,0.1473,0.0053,0.0042,0.0029,0.0055,0.0167,0.0005,0.0075,0.0042,0.0033,0.0242,0.0044,0.0005,0.0176,0.0012,0.0035,0.3729,0.0038,0.5286,sadness,0.5286
120,"Don Omar, Kendo Kapponi",RX,Colombia,3NgDulHteTVdF026IxY5bW,neutral,0.0011,0.0026,0.0099,0.0429,0.0147,0.0084,0.001,0.0008,0.0027,0.0048,0.0113,0.0028,0.0007,0.0011,0.0013,0.0003,0.0004,0.002,0.0008,0.0006,0.0034,0.0003,0.0048,0.0005,0.0003,0.0028,0.0004,0.927,annoyance,0.927
121,Willie Colón,Oh Qué Será?,Colombia,2n1MTLCis6qPSDKdr5XSDI,neutral,0.0016,0.0025,0.0033,0.016,0.0515,0.0047,0.2063,0.2201,0.0038,0.0258,0.038,0.0029,0.0032,0.0054,0.0333,0.0003,0.0052,0.0032,0.0036,0.0214,0.0134,0.0003,0.0315,0.0015,0.0016,0.1029,0.04,0.389,curiosity,0.389
122,Blessd,Palabras Sobran,Colombia,4wu7jIeJCUhQJaXsXVit0e,love,0.2353,0.0206,0.0082,0.0092,0.185,0.01,0.0304,0.0854,0.0209,0.0177,0.0186,0.0045,0.0038,0.0203,0.0021,0.0019,0.0021,0.0328,0.6767,0.0025,0.0124,0.0013,0.0128,0.0016,0.0474,0.0407,0.0048,0.0301,love,0.0301
123,KAROL G,Si Antes Te Hubiera Conocido,Colombia,73scB4Q4fcOmnsBVZPmk32,optimism,0.0585,0.0618,0.0038,0.0131,0.0199,0.0045,0.0156,0.0182,0.0491,0.0389,0.0651,0.0037,0.001,0.006,0.0059,0.0004,0.0008,0.0133,0.0128,0.0019,0.4504,0.0014,0.011,0.0012,0.0014,0.0052,0.0037,0.1243,optimism,0.1243
124,ARIA VEGA,AY MAMA (mi tiburón),Colombia,7yHZ66udwjeUafGohI7T46,neutral,0.0008,0.0031,0.0341,0.1583,0.0132,0.0009,0.0495,0.0064,0.0023,0.0108,0.0077,0.0125,0.0034,0.0018,0.0019,0.0002,0.0005,0.0019,0.0027,0.001,0.0017,0.0003,0.0196,0.0004,0.0004,0.0028,0.0044,0.7207,annoyance,0.7207
125,Yeison Jimenez,Aventurero,Colombia,0ftcn4ddKESqQMA784Ebc0,love,0.0661,0.0016,0.0111,0.0118,0.147,0.0103,0.002,0.0009,0.0039,0.0053,0.0198,0.0026,0.0011,0.0046,0.001,0.0019,0.0006,0.0253,0.8956,0.0006,0.0071,0.0021,0.0118,0.0016,0.0013,0.0031,0.0013,0.0302,love,0.0302
126,Willie Colón,Gitana,Colombia,4VTb5wB46sZDsfL8XgroGt,love,0.0064,0.0018,0.0148,0.0118,0.0273,0.1036,0.0226,0.0968,0.1656,0.0182,0.0132,0.0045,0.0013,0.0044,0.0072,0.0025,0.0028,0.0059,0.7142,0.0051,0.1996,0.0005,0.0079,0.0011,0.0121,0.0348,0.0029,0.0681,love,0.0681
127,Tito Rojas,Siempre Sere,Colombia,4ZGk5h0sIfeunWEKzXEoHr,love,0.0175,0.0017,0.0046,0.0054,0.0435,0.0488,0.0035,0.0053,0.3408,0.0051,0.004,0.0027,0.0005,0.0083,0.002,0.0081,0.001,0.0127,0.8203,0.0014,0.0459,0.0008,0.0054,0.001,0.0032,0.0054,0.0014,0.041,love,0.041
129,Yiyo Sarante,Corazon de Acero,Colombia,21nc3O8OncUv1jjSrC1ML2,sadness,0.0034,0.0011,0.0106,0.0229,0.0153,0.0233,0.009,0.0081,0.0184,0.2285,0.0175,0.0044,0.0062,0.0027,0.0024,0.2364,0.0134,0.0069,0.0938,0.0062,0.0102,0.0009,0.0127,0.0051,0.3395,0.5274,0.0022,0.0142,sadness,0.0142
130,GeezyDee,El Peor Hombre Del Mundo,Colombia,0TBFzXKWtoF7Lwh0LKFt8f,love,0.0145,0.3932,0.0593,0.0715,0.0147,0.0063,0.0066,0.0136,0.0065,0.0517,0.0254,0.0518,0.013,0.0087,0.0077,0.0005,0.0039,0.0244,0.4712,0.0047,0.0036,0.0008,0.0188,0.0012,0.0047,0.1754,0.0137,0.0229,love,0.0229
131,Yiyo Sarante,Manos de Tijera,Colombia,5ds1Hh3lo4JUF2vflqyayK,neutral,0.0081,0.0133,0.0809,0.2898,0.046,0.0024,0.0019,0.0006,0.0022,0.0157,0.038,0.0092,0.0019,0.0024,0.0008,0.0004,0.0003,0.0045,0.0013,0.0005,0.0051,0.0015,0.0138,0.0009,0.0003,0.0019,0.0009,0.5506,annoyance,0.5506
132,Frankie Ruiz,Deseándote,Colombia,0FsXZAMf6NACvNJ2LI6ySp,joy,0.0095,0.0045,0.0023,0.0062,0.023,0.0514,0.0007,0.001,0.2281,0.0056,0.0022,0.0018,0.0008,0.0334,0.0031,0.0049,0.0025,0.3532,0.1361,0.0049,0.0161,0.0039,0.0061,0.0101,0.0027,0.0195,0.0012,0.1408,joy,0.1408
134,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),Colombia,3QwBODjSEzelZyVjxPOHdq,neutral,0.0026,0.0059,0.0033,0.0088,0.0468,0.0015,0.013,0.0485,0.0053,0.0037,0.0018,0.0026,0.0015,0.0509,0.0026,0.0006,0.0007,0.0223,0.0093,0.0015,0.0041,0.0007,0.0267,0.0014,0.0006,0.0029,0.0161,0.689,excitement,0.689
135,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Colombia,34vXRJ2bCSFiZKQzVUYVOb,love,0.0085,0.0019,0.0065,0.0151,0.0641,0.0231,0.0032,0.0025,0.0393,0.1006,0.0121,0.004,0.0033,0.0083,0.0036,0.0012,0.0085,0.057,0.8289,0.0101,0.0097,0.0026,0.0343,0.0079,0.0142,0.2768,0.0053,0.0542,love,0.0542
136,Yeison Jimenez,Te Voy a Olvidar,Colombia,6jbDhMUR3Hc3yVPT2tEVxY,sadness,0.0084,0.0062,0.0044,0.0112,0.0545,0.0855,0.0023,0.0017,0.0484,0.0585,0.0109,0.0025,0.0044,0.005,0.0019,0.0064,0.0089,0.1974,0.2297,0.0091,0.0247,0.0031,0.0163,0.0185,0.1795,0.3862,0.0009,0.0152,sadness,0.0152
137,"W Sound, Myke Towers, Ovy On The Drums",5 Estrellas - W Sound 23,Colombia,7hYlC6s0SXSIwtFlW6NgjT,neutral,0.0043,0.0023,0.0035,0.0489,0.0388,0.0015,0.1521,0.0599,0.0045,0.0796,0.0169,0.0033,0.0044,0.0173,0.0054,0.0004,0.001,0.0091,0.1296,0.0054,0.0073,0.0008,0.0415,0.002,0.0014,0.0136,0.0263,0.4839,confusion,0.4839
138,"Romeo Santos, Prince Royce",Dardos,Colombia,5SudOD9R1Of6CsJVWZy6CQ,sadness,0.0014,0.0012,0.1897,0.1762,0.0118,0.038,0.0053,0.0036,0.0334,0.1321,0.0799,0.0461,0.005,0.0021,0.025,0.001,0.0058,0.0025,0.12,0.013,0.0069,0.0008,0.0102,0.0014,0.0067,0.3207,0.0021,0.0437,sadness,0.0437
139,Grupo Niche,Sin Sentimientos,Colombia,7xDwU3I38ReireLvv79h63,love,0.0018,0.0024,0.0509,0.0992,0.0233,0.0131,0.0822,0.0871,0.0174,0.1792,0.2095,0.0076,0.0058,0.0046,0.0067,0.0002,0.0037,0.0073,0.4378,0.0105,0.0076,0.0004,0.0227,0.0013,0.0097,0.1191,0.0093,0.0743,love,0.0743
140,"Yeison Jimenez, Pasabordo",Hasta La Madre,Colombia,1nDvFYTsaQwxt5CTk7LJ5E,disappointment,0.0012,0.0013,0.0855,0.3063,0.0194,0.0054,0.0019,0.0016,0.0051,0.3778,0.0401,0.0086,0.0051,0.001,0.002,0.0006,0.0031,0.0035,0.0022,0.0052,0.0043,0.0008,0.0222,0.002,0.0042,0.2362,0.0012,0.0836,disappointment,0.0836
141,Clarent,BIENVENIDA,Colombia,7zwgHkTKv86nMOREN5k1hx,neutral,0.0017,0.0017,0.0292,0.0813,0.0403,0.0112,0.0008,0.0012,0.0041,0.0047,0.0072,0.0028,0.0009,0.0175,0.0015,0.0006,0.0005,0.0065,0.0165,0.0005,0.0119,0.0009,0.0066,0.0011,0.0003,0.0022,0.0072,0.669,annoyance,0.669
142,Yeison Jimenez,Tu Mal Sabor,Colombia,1LNLFgc99bgCWPAaJ9zUQi,love,0.0072,0.0012,0.0407,0.0581,0.0297,0.0213,0.0271,0.0604,0.0554,0.2619,0.0246,0.0138,0.0046,0.0037,0.0106,0.0003,0.0087,0.0046,0.5596,0.015,0.0131,0.0007,0.0207,0.0016,0.0141,0.4071,0.0052,0.0372,love,0.0372
143,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,Colombia,2beS6dD5rovBxSA1zYoSHR,neutral,0.0228,0.2276,0.003,0.0117,0.0592,0.0018,0.0342,0.0817,0.0012,0.0034,0.0079,0.0021,0.001,0.0045,0.0009,0.0003,0.0003,0.0127,0.0354,0.0006,0.0044,0.0006,0.0092,0.0007,0.0004,0.0013,0.0018,0.6173,amusement,0.6173
144,Beéle,frente al mar,Colombia,1i1n7hUzCDkXGFqIJSSzom,desire,0.0081,0.0024,0.0022,0.0041,0.0782,0.0054,0.0018,0.0018,0.3666,0.0076,0.0028,0.0012,0.0007,0.0387,0.0015,0.0014,0.0009,0.0465,0.3597,0.0013,0.1896,0.0029,0.0175,0.0025,0.0016,0.0035,0.0032,0.1497,desire,0.1497
145,"Maluma, Yeison Jimenez",Con el Corazón,Colombia,1xTWu5aArww0QtXqX2ScBI,amusement,0.0018,0.6851,0.0562,0.1851,0.0268,0.005,0.0604,0.0947,0.0039,0.0259,0.0264,0.0063,0.0094,0.0024,0.0019,0.0002,0.0014,0.0284,0.039,0.0036,0.0068,0.0004,0.0334,0.0013,0.0038,0.0153,0.0038,0.1029,amusement,0.1029
